# source_id	kind	status	crystal_refs	notes
src/ast/mod.rs::struct::ClassAscii	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	ClassAscii now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::ClassBracketed	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	ClassBracketed now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::ClassPerl	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	ClassPerl now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::ClassSetBinaryOp	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	ClassSetBinaryOp now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::ClassSetRange	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	ClassSetRange now has direct constructor and validity coverage on the Crystal AST API.
src/ast/mod.rs::struct::ClassSetUnion	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	ClassSetUnion now has direct constructor, push, and into_item coverage on the Crystal AST API.
src/ast/mod.rs::struct::ClassUnicode	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	ClassUnicode now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::Comment	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Comment now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::Concat	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Concat now has direct constructor and into_ast coverage on the Crystal AST API.
src/ast/mod.rs::struct::Error	struct	done	src/regex/syntax/error.cr;spec/error_spec.cr	Structured AST::Error exists as a dedicated Crystal parse error type with direct kind, pattern, span, and auxiliary_span coverage.
src/ast/mod.rs::struct::Flags	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Flags now exists with Rust-shaped duplicate detection and enum-based flag-state helpers.
src/ast/mod.rs::struct::FlagsItem	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	FlagsItem now has direct constructor and negation-helper coverage on the Crystal AST API.
src/ast/mod.rs::struct::Group	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Group now has direct constructor, capture-helper, and flags access coverage on the Crystal AST API.
src/ast/mod.rs::struct::Literal	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Literal now has direct constructor and byte-helper coverage on the Crystal AST API.
src/ast/mod.rs::struct::Position	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Position now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::Repetition	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Repetition now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::struct::RepetitionOp	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	RepetitionOp now has direct constructor and validity coverage on the Crystal AST API.
src/ast/mod.rs::struct::SetFlags	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	SetFlags now exposes a direct Flags wrapper like the Rust AST surface.
src/ast/mod.rs::struct::Span	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	Span now has direct constructor and replacement-helper coverage on the Crystal AST API.
src/ast/mod.rs::struct::WithComments	struct	done	src/regex/syntax/ast.cr;spec/ast_api_spec.cr	WithComments now has direct constructor coverage on the Crystal AST API.
src/ast/mod.rs::test::ast_size	test	not_applicable	-	Vendored Rust checks inline enum value size. Crystal models the AST as reference objects under a different runtime/object layout, so Rust's `size_of::<Ast>()` heuristic is not a meaningful parity target here.
src/ast/mod.rs::test::no_stack_overflow_on_drop	test	not_applicable	-	Vendored Rust checks a custom `Drop` implementation for recursive AST values. Crystal uses GC-managed reference objects and does not expose an equivalent user-defined destructor path for this AST surface.
src/ast/parse.rs::func::build	func	done	src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored ast::parse::ParserBuilder.build surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::func::empty_min_range	func	done	src/regex-syntax.cr;src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored empty_min_range builder/parser surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::func::ignore_whitespace	func	done	src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored ignore_whitespace builder/parser surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::func::nest_limit	func	done	src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored nest_limit builder/parser surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::func::new	func	done	src/regex-syntax.cr;src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored Parser.new and ParserBuilder.new surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::func::octal	func	done	src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored octal builder/parser surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::func::parse	func	done	src/regex-syntax.cr;src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored parse surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::func::parse_with_comments	func	done	src/regex-syntax.cr;src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored parse_with_comments surface directly through Regex::Syntax::AST::Parse.
src/ast/parse.rs::method::Parser.new	method	done	src/regex-syntax.cr;src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored ast::parse::Parser constructor through the Regex::Syntax::AST::Parse compatibility namespace.
src/ast/parse.rs::method::ParserBuilder.new	method	done	src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored ast::parse::ParserBuilder constructor through the Regex::Syntax::AST::Parse compatibility namespace.
src/ast/parse.rs::struct::Parser	struct	done	src/regex-syntax.cr;src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored ast::parse::Parser type directly through the Regex::Syntax::AST::Parse compatibility namespace.
src/ast/parse.rs::struct::ParserBuilder	struct	done	src/regex/syntax/parser.cr;spec/ast_parser_builder_spec.cr	Crystal now exposes the vendored ast::parse::ParserBuilder type directly through the Regex::Syntax::AST::Parse compatibility namespace.
src/ast/parse.rs::test::maybe_parse_ascii_class	test	done	spec/parser_spec.cr	matches current ASCII class parse/backtrack coverage
src/ast/parse.rs::test::parse_alternate	test	done	spec/parser_spec.cr	Alternation parsing now matches the vendored literal-by-literal AST shape for flat and grouped cases.
src/ast/parse.rs::test::parse_capture_name	test	done	spec/parser_spec.cr	named capture success, duplicate rejection, invalid syntax, and structured capture-name EOF diagnostics covered
src/ast/parse.rs::test::parse_comments	test	done	spec/parser_spec.cr	AstParser.parse_with_comments now matches the vendored comment capture and literal-by-literal AST shape.
src/ast/parse.rs::test::parse_counted_repetition	test	done	spec/parser_spec.cr	Counted repetition syntax and error matrix now covers exact/at-least/bounded/reluctant forms, embedded and spaced forms, empty-min-range, verbose-mode lazy spacing, word-boundary counted repetition fallback, repetition-missing flag cases, and the vendored structured error spans.
src/ast/parse.rs::test::parse_decimal	test	partial	spec/parser_spec.cr	decimal parsing is now covered indirectly through counted repetition for representative success, empty, leading-zero, overflow, and Rust-style DecimalInvalid span propagation; the direct internal helper is still not exposed separately in Crystal.
src/ast/parse.rs::test::parse_escape	test	done	spec/parser_spec.cr	Escaped metacharacters, special escapes, Perl and Unicode class escapes, fixed and braced hex forms, special-word-boundary ambiguity, malformed unicode-class escapes, and structured EOF/invalid-hex diagnostics are covered directly through the public AST parser surface.
src/ast/parse.rs::test::parse_flag	test	partial	spec/flag_handling_spec.cr	individual flag acceptance is covered through scoped/public group parsing for i,m,s,U,u,R,x, including direct non-ASCII unrecognized-flag byte-offset spans plus duplicate/repeated-negation/dangling-negation diagnostics; direct internal parse_flag helper parity is still missing.
src/ast/parse.rs::test::parse_flags	test	done	spec/flag_handling_spec.cr,spec/regex-syntax_spec.cr	Global and scoped flags, the full Rust flag set, negation placement, duplicate flags, repeated negation, dangling negation, unexpected EOF, and unrecognized flag cases are covered with structured parser assertions.
src/ast/parse.rs::test::parse_group	test	done	spec/parser_spec.cr,spec/regex-syntax_spec.cr	Captures, named captures, non-captures, empty and invalid capture names, duplicate-capture auxiliary spans, capture-name EOF diagnostics, unsupported look-around rejection, and Unicode-property EOF interaction are covered directly.
src/ast/parse.rs::test::parse_hex_brace	test	done	spec/parser_spec.cr	Brace-form x/u/U hex parsing and error behavior are covered directly, including preserved escape metadata.
src/ast/parse.rs::test::parse_hex_eight	test	done	spec/parser_spec.cr	Fixed-width 8-digit Unicode hex parsing and representative error behavior are covered directly, including preserved escape metadata.
src/ast/parse.rs::test::parse_hex_four	test	done	spec/parser_spec.cr	Fixed-width 4-digit Unicode hex parsing and representative error behavior are covered directly, including preserved escape metadata.
src/ast/parse.rs::test::parse_hex_two	test	done	spec/parser_spec.cr	Fixed-width 2-digit byte hex parsing and representative error behavior are covered directly, including preserved escape metadata.
src/ast/parse.rs::test::parse_holistic	test	done	spec/parser_spec.cr	Public AST parser coverage now includes literal `]` and the vendored escaped metacharacter matrix with literal-by-literal AST shape.
src/ast/parse.rs::test::parse_ignore_whitespace	test	done	spec/parser_spec.cr,spec/regex-syntax_spec.cr	Verbose-mode parsing now covers whitespace toggles, grouped whitespace, escaped-space handling, spaced hex escapes, spaced counted repetitions, and the vendored grouped/class regressions.
src/ast/parse.rs::test::parse_nest_limit	test	done	spec/regex-syntax_spec.cr	nest_limit enforced through public parser
src/ast/parse.rs::test::parse_newlines	test	done	spec/parser_spec.cr	Public AST parser coverage now includes vendored newline parsing with literal-by-literal AST shape and multiline line/column span assertions.
src/ast/parse.rs::test::parse_octal	test	done	spec/parser_spec.cr,spec/regex-syntax_spec.cr	Octal-enabled parsing and octal-disabled rejection behavior are covered directly through the public AST parser and staged parser surfaces.
src/ast/parse.rs::test::parse_perl_class	test	done	spec/parser_spec.cr	Public AST parser coverage includes the vendored Perl-class forms and class-followed-by-literal shapes like `\\dz`.
src/ast/parse.rs::test::parse_primitive_non_escape	test	partial	spec/parser_spec.cr	Public AST parser coverage now includes dot, anchors, ASCII literals, and representative Unicode verbatim literals with byte-offset spans; the row stays partial because the internal `parse_primitive` helper is not exposed separately, so cases like bare `|` are not directly asserted through the public parser surface.
src/ast/parse.rs::test::parse_set_class	test	partial	spec/parser_spec.cr:43,spec/parser_spec.cr:76,spec/parser_spec.cr:91,spec/parser_spec.cr:105,spec/parser_spec.cr:195,spec/parser_spec.cr:225,spec/parser_spec.cr:241	public parser coverage now includes ASCII/unicode/perl items, binary ops, leading `]`/`-` opening cases, escaped `[` and `]`, invalid class escapes, descending ranges, verbose-mode comment regression handling, and multibyte class-range byte-offset spans; full upstream AST-shape/helper parity is still missing
src/ast/parse.rs::test::parse_set_class_open	test	partial	spec/parser_spec.cr:195,spec/parser_spec.cr:225	public parser coverage exercises the Rust opening-edge behavior for leading `]`, leading `-`, negated leading `]`, escaped `[`, and the verbose-mode `(?x)[-#]` regression; the internal helper itself is not exposed in Crystal
src/ast/parse.rs::test::parse_uncounted_repetition	test	done	spec/parser_spec.cr	Uncounted repetition syntax now covers greedy and nongreedy forms, concat and alternation placement, grouped repetition, global-flag repetition rejection, and the vendored repetition-missing point spans.
src/ast/parse.rs::test::parse_unicode_class	test	done	spec/parser_spec.cr,spec/regex-syntax_spec.cr	Unicode class parsing covers general category, script, scx, age, gcb, wb, sb, aliases, EOF/error cases, concat shapes, and malformed bare-brace rejection directly.
src/ast/parse.rs::test::parse_unsupported_backreference	test	done	spec/parser_spec.cr	\\0 and \\9 rejection covered
src/ast/parse.rs::test::parse_unsupported_lookaround	test	done	spec/parser_spec.cr,spec/regex-syntax_spec.cr	look-ahead and look-behind rejection covered
src/ast/parse.rs::test::regression_454_nest_too_big	test	done	spec/ast_parser_builder_spec.cr	Long verbose alternation pattern now covered through AstParserBuilder with nest_limit 50 to ensure post-traversal depth accounting does not overcount.
src/ast/parse.rs::test::regression_455_trailing_dash_ignore_whitespace	test	done	spec/parser_spec.cr	Vendored verbose-mode trailing-dash regression behavior is covered directly.
src/ast/print.rs::func::new	func	done	src/regex/syntax/ast_print.cr;spec/ast_print_spec.cr	Dedicated Crystal AST printer constructor surface exists and is covered directly.
src/ast/print.rs::method::Printer.new	method	done	src/regex/syntax/ast_print.cr;spec/ast_print_spec.cr	Printer.new and print(Ast, IO) exist through the dedicated Crystal AST printer.
src/ast/print.rs::struct::Printer	struct	done	src/regex/syntax/ast_print.cr;spec/ast_print_spec.cr	Dedicated Crystal AST printer type exists with direct round-trip coverage.
src/ast/print.rs::test::print_alternation	test	done	spec/ast_print_spec.cr	Vendored AST printer alternation cases are covered directly, including leading and trailing empty branches and grouped alternations.
src/ast/print.rs::test::print_assertion	test	done	spec/ast_print_spec.cr	Vendored AST printer assertion cases are covered directly.
src/ast/print.rs::test::print_class	test	done	spec/ast_print_spec.cr	Vendored AST printer class cases are covered directly, including `---`, set ops, nested classes, Perl classes, and the ASCII class family.
src/ast/print.rs::test::print_concat	test	done	spec/ast_print_spec.cr	Vendored AST printer concat cases are covered directly.
src/ast/print.rs::test::print_dot	test	done	spec/ast_print_spec.cr	Vendored AST printer dot case is covered directly.
src/ast/print.rs::test::print_flags	test	done	spec/ast_print_spec.cr	Vendored AST printer flag-printing cases are covered directly.
src/ast/print.rs::test::print_group	test	done	spec/ast_print_spec.cr	Vendored AST printer group cases are covered directly, including named capture normalization.
src/ast/print.rs::test::print_literal	test	done	spec/ast_print_spec.cr	Vendored AST printer literal and escape-form cases are covered directly.
src/ast/print.rs::test::print_repetition	test	done	spec/ast_print_spec.cr	Vendored AST printer repetition cases are covered directly.
src/ast/visitor.rs::trait::Visitor	trait	partial	src/regex/syntax/ast_visitor.cr;spec/ast_visitor_spec.cr	Dedicated Crystal AST visitor mixin and iterative AST.visit traversal now exist with hook-order coverage for expression and class-set walks plus explicit failure-propagation coverage via raising visitors.
src/either.rs::enum::Either	enum	not_applicable	-	Rust's internal Either helper is not needed in the Crystal port because the corresponding surfaces are modeled with direct unions, overloads, and concrete node classes instead of a shared sum helper enum.
src/error.rs::enum::Error	enum	done	src/regex/syntax/error.cr;spec/error_spec.cr	Crystal now exposes the dedicated structured error surface for parse and translate failures; the AST/HIR subclass split is an intentional API shaping difference rather than missing error behavior.
